chr:start:end,chr,start,end
1:16420367:16421426,1,16420367,16421426
9:5438394:5439105,9,5438394,5439105
6:168000960:168001555,6,168000960,168001555
17:82242849:82243176,17,82242849,82243176
17:78474650:78475188,17,78474650,78475188
9:127863000:127863620,9,127863000,127863620
3:108098451:108099929,3,108098451,108099929
7:50467685:50468143,7,50467685,50468143
3:42811438:42812068,3,42811438,42812068
17:27559508:27560449,17,27559508,27560449
2:26609420:26610654,2,26609420,26610654
1:3135367:3135626,1,3135367,3135626
1:24535112:24535429,1,24535112,24535429
16:58627641:58628127,16,58627641,58628127
16:84482020:84482607,16,84482020,84482607
3:141444532:141445271,3,141444532,141445271
7:1961740:1962200,7,1961740,1962200
5:10421363:10422545,5,10421363,10422545
8:124421732:124422809,8,124421732,124422809
17:78804773:78805552,17,78804773,78805552
9:133256611:133257001,9,133256611,133257001
19:10411920:10413228,19,10411920,10413228
7:64665489:64665762,7,64665489,64665762
17:29807884:29808432,17,29807884,29808432
4:6677428:6678147,4,6677428,6678147
9:129762557:129763084,9,129762557,129763084
17:207310:207587,17,207310,207587
19:18469083:18469533,19,18469083,18469533
19:38274540:38275363,19,38274540,38275363
19:55398068:55398932,19,55398068,55398932
17:3747966:3748324,17,3747966,3748324
10:103365312:103366068,10,103365312,103366068
20:63638722:63639267,20,63638722,63639267
18:7011218:7011823,18,7011218,7011823
7:112080345:112082095,7,112080345,112082095
3:12902759:12903364,3,12902759,12903364
17:42135516:42136515,17,42135516,42136515
10:87816061:87817303,10,87816061,87817303
16:20881224:20882484,16,20881224,20882484
8:97258698:97260016,8,97258698,97260016
17:59396549:59397065,17,59396549,59397065
5:40833794:40834296,5,40833794,40834296
1:9542350:9543037,1,9542350,9543037
1:17293185:17294247,1,17293185,17294247
6:13561417:13562205,6,13561417,13562205
16:11458361:11459023,16,11458361,11459023
6:43312447:43313218,6,43312447,43313218
15:75090135:75090964,15,75090135,75090964
22:46610445:46611108,22,46610445,46611108
10:27101148:27101996,10,27101148,27101996
22:39366514:39367153,22,39366514,39367153
18:76544923:76545985,18,76544923,76545985
19:44697080:44697460,19,44697080,44697460
17:40096406:40096854,17,40096406,40096854
15:29158930:29159533,15,29158930,29159533
4:1710507:1711108,4,1710507,1711108
1:8908238:8908937,1,8908238,8908937
10:3757370:3758372,10,3757370,3758372
17:386513:387189,17,386513,387189
22:42946411:42947078,22,42946411,42947078
3:49903459:49903615,3,49903459,49903615
1:213976586:213977869,1,213976586,213977869
7:43584918:43585720,7,43584918,43585720
7:12556179:12556858,7,12556179,12556858
13:33032971:33033772,13,33032971,33033772
1:3188393:3188643,1,3188393,3188643
6:3237401:3238294,6,3237401,3238294
16:75565206:75565797,16,75565206,75565797
17:81251509:81252050,17,81251509,81252050
16:12308426:12309349,16,12308426,12309349
21:45556225:45556426,21,45556225,45556426
17:81365128:81365438,17,81365128,81365438
3:69369660:69370819,3,69369660,69370819
6:14045830:14046698,6,14045830,14046698
1:35344949:35345939,1,35344949,35345939
20:64034726:64035597,20,64034726,64035597
22:42993659:42994563,22,42993659,42994563
3:112418870:112419509,3,112418870,112419509
5:179708620:179709517,5,179708620,179709517
13:46895265:46896306,13,46895265,46896306
9:134069087:134069422,9,134069087,134069422
13:94596517:94596845,13,94596517,94596845
6:90273964:90275773,6,90273964,90275773
7:151922889:151923606,7,151922889,151923606
3:32320749:32321352,3,32320749,32321352
9:89479548:89480032,9,89479548,89480032
7:16668108:16668795,7,16668108,16668795
11:3625614:3626551,11,3625614,3626551
9:128001533:128002145,9,128001533,128002145
18:46096689:46096939,18,46096689,46096939
2:233851391:233852663,2,233851391,233852663
11:65194064:65194846,11,65194064,65194846
7:2689507:2689887,7,2689507,2689887
5:62431813:62433116,5,62431813,62433116
11:33976592:33977745,11,33976592,33977745
19:4915313:4916003,19,4915313,4916003
6:15084739:15085325,6,15084739,15085325
14:65303437:65304516,14,65303437,65304516
5:178127082:178127878,5,178127082,178127878
5:139274918:139275919,5,139274918,139275919
18:48781395:48782166,18,48781395,48782166
21:44854885:44855346,21,44854885,44855346
5:1518561:1519280,5,1518561,1519280
14:90828691:90829384,14,90828691,90829384
14:68397012:68398562,14,68397012,68398562
10:101815301:101815636,10,101815301,101815636
22:49850016:49850224,22,49850016,49850224
10:119492709:119493593,10,119492709,119493593
19:35038074:35039350,19,35038074,35039350
22:42644652:42645226,22,42644652,42645226
9:126389567:126390686,9,126389567,126390686
16:30397287:30398013,16,30397287,30398013
7:26148579:26149031,7,26148579,26149031
17:49341578:49342513,17,49341578,49342513
19:5205336:5205659,19,5205336,5205659
16:2507090:2507992,16,2507090,2507992
4:1520353:1520525,4,1520353,1520525
5:60633925:60634620,5,60633925,60634620
10:14583034:14583925,10,14583034,14583925
11:34371474:34372281,11,34371474,34372281
17:34412304:34413898,17,34412304,34413898
7:37333396:37335004,7,37333396,37335004
22:36774403:36774933,22,36774403,36774933
20:3796816:3798239,20,3796816,3798239
12:93894577:93895202,12,93894577,93895202
7:94087195:94088028,7,94087195,94088028
17:80992839:80993308,17,80992839,80993308
10:33115326:33116540,10,33115326,33116540
2:74415899:74416360,2,74415899,74416360
10:45380369:45381184,10,45380369,45381184
19:7272174:7273266,19,7272174,7273266
15:58875848:58876808,15,58875848,58876808
7:149415385:149415870,7,149415385,149415870
9:42288409:42288583,9,42288409,42288583
18:80175258:80175812,18,80175258,80175812
19:46579273:46580411,19,46579273,46580411
2:98770831:98771504,2,98770831,98771504
7:81435782:81436473,7,81435782,81436473
3:195136228:195137016,3,195136228,195137016
2:106187445:106188337,2,106187445,106188337
13:43363454:43364540,13,43363454,43364540
7:646281:646747,7,646281,646747
12:719070:719647,12,719070,719647
7:76179124:76179521,7,76179124,76179521
19:40398708:40399302,19,40398708,40399302
7:5641772:5642639,7,5641772,5642639
6:90934039:90935263,6,90934039,90935263
22:24339323:24339929,22,24339323,24339929
13:98410677:98411237,13,98410677,98411237
11:68715668:68716514,11,68715668,68716514
4:721041:721542,4,721041,721542
15:100642336:100643168,15,100642336,100643168
1:111204847:111205879,1,111204847,111205879
7:1323496:1323903,7,1323496,1323903
21:31655042:31655483,21,31655042,31655483
20:61101611:61102602,20,61101611,61102602
2:173358681:173359917,2,173358681,173359917
8:47763205:47763627,8,47763205,47763627
14:35401877:35402852,14,35401877,35402852
6:25536474:25538243,6,25536474,25538243
13:113184678:113185444,13,113184678,113185444
9:136243779:136244755,9,136243779,136244755
3:72086308:72087006,3,72086308,72087006
3:196616903:196617858,3,196616903,196617858
22:49671619:49672098,22,49671619,49672098
16:81755994:81757196,16,81755994,81757196
15:83064995:83066167,15,83064995,83066167
11:129930337:129931091,11,129930337,129931091
13:113844116:113844549,13,113844116,113844549
16:70423179:70423963,16,70423179,70423963
16:89463194:89463541,16,89463194,89463541
16:81709430:81709862,16,81709430,81709862
9:121269045:121269924,9,121269045,121269924
7:101733734:101733995,7,101733734,101733995
2:7450190:7451860,2,7450190,7451860
12:38053778:38054128,12,38053778,38054128
7:5820407:5820963,7,5820407,5820963
4:102822661:102824010,4,102822661,102824010
14:74941415:74942143,14,74941415,74942143
17:20825297:20825798,17,20825297,20825798
1:180131376:180132632,1,180131376,180132632
3:71858162:71859650,3,71858162,71859650
6:169172443:169172897,6,169172443,169172897
7:6424300:6424898,7,6424300,6424898
11:47517506:47518261,11,47517506,47518261
10:132964897:132965315,10,132964897,132965315
17:78198740:78199364,17,78198740,78199364
16:66695126:66695735,16,66695126,66695735
6:32118860:32119413,6,32118860,32119413
9:136232577:136233354,9,136232577,136233354
4:3679758:3680083,4,3679758,3680083
3:143121443:143121675,3,143121443,143121675
5:179679201:179679410,5,179679201,179679410
12:50517840:50518504,12,50517840,50518504
1:206935263:206935931,1,206935263,206935931
2:233116635:233117274,2,233116635,233117274
6:15066505:15067169,6,15066505,15067169
21:44858171:44858715,21,44858171,44858715
9:124399257:124400363,9,124399257,124400363
4:10120986:10121901,4,10120986,10121901
6:41591744:41592259,6,41591744,41592259
16:11034104:11034969,16,11034104,11034969
17:366916:367452,17,366916,367452
6:16239556:16239922,6,16239556,16239922
12:132771300:132771987,12,132771300,132771987
9:133726594:133727535,9,133726594,133727535
19:43386973:43388187,19,43386973,43388187
4:110411154:110411644,4,110411154,110411644
8:29999089:30000245,8,29999089,30000245
1:39934161:39935165,1,39934161,39935165
17:42524445:42524679,17,42524445,42524679
16:74554016:74554426,16,74554016,74554426
3:5183810:5184886,3,5183810,5184886
8:140599037:140599439,8,140599037,140599439
6:161356483:161357137,6,161356483,161357137
12:124703322:124704152,12,124703322,124704152
3:52275870:52276867,3,52275870,52276867
7:50347398:50348749,7,50347398,50348749
6:168870073:168871178,6,168870073,168871178
9:113187562:113188944,9,113187562,113188944
4:123555114:123556029,4,123555114,123556029
20:62185497:62186437,20,62185497,62186437
21:39385791:39386100,21,39385791,39386100
6:36027155:36027474,6,36027155,36027474
21:45615750:45616107,21,45615750,45616107
4:108369850:108370715,4,108369850,108370715
3:196885726:196886453,3,196885726,196886453
7:2710213:2710830,7,2710213,2710830
3:15294628:15295744,3,15294628,15295744
7:92754858:92756076,7,92754858,92756076
18:45900730:45901580,18,45900730,45901580
16:737684:738231,16,737684,738231
16:57139559:57140327,16,57139559,57140327
18:3044797:3045741,18,3044797,3045741
11:61102811:61103628,11,61102811,61103628
12:4189902:4191604,12,4189902,4191604
3:39267701:39268788,3,39267701,39268788
10:117272250:117273589,10,117272250,117273589
9:37131367:37132174,9,37131367,37132174
6:158643099:158643727,6,158643099,158643727
13:114043458:114043669,13,114043458,114043669
12:1102233:1103367,12,1102233,1103367
7:6302994:6303522,7,6302994,6303522
13:33679199:33679634,13,33679199,33679634
17:76716340:76717336,17,76716340,76717336
15:42332523:42333365,15,42332523,42333365
19:53310865:53311668,19,53310865,53311668
15:93332911:93333336,15,93332911,93333336
20:62045721:62046217,20,62045721,62046217
19:29672730:29673483,19,29672730,29673483
19:1882275:1882477,19,1882275,1882477
22:38400537:38401213,22,38400537,38401213
9:95511929:95512340,9,95511929,95512340
18:76448437:76448913,18,76448437,76448913
21:33801602:33802964,21,33801602,33802964
6:14477976:14479102,6,14477976,14479102
7:151736328:151736982,7,151736328,151736982
9:38623174:38623645,9,38623174,38623645
19:50369376:50369859,19,50369376,50369859
5:178485936:178486518,5,178485936,178486518
19:2171461:2171874,19,2171461,2171874
12:124839008:124839513,12,124839008,124839513
17:3802376:3803369,17,3802376,3803369
14:64501672:64502792,14,64501672,64502792
7:66036250:66037140,7,66036250,66037140
5:1490431:1490914,5,1490431,1490914
10:130799213:130800239,10,130799213,130800239
16:32811435:32811586,16,32811435,32811586
16:10253243:10254381,16,10253243,10254381
12:132939921:132940291,12,132939921,132940291
6:2958749:2959402,6,2958749,2959402
16:11225027:11226060,16,11225027,11226060
20:32841105:32841808,20,32841105,32841808
8:747221:747461,8,747221,747461
7:73399523:73400360,7,73399523,73400360
16:29618301:29618915,16,29618301,29618915
3:11223477:11224556,3,11223477,11224556
13:99406409:99407113,13,99406409,99407113
8:140343262:140344569,8,140343262,140344569
4:8144215:8144672,4,8144215,8144672
8:123228950:123229814,8,123228950,123229814
16:3589299:3589975,16,3589299,3589975
16:29754092:29755090,16,29754092,29755090
1:248739808:248740680,1,248739808,248740680
3:46395338:46396390,3,46395338,46396390
7:157352612:157353510,7,157352612,157353510
20:48723377:48723928,20,48723377,48723928
11:62803795:62804112,11,62803795,62804112
1:62262763:62263585,1,62262763,62263585
7:363725:363962,7,363725,363962
12:386725:387981,12,386725,387981
2:102735734:102736111,2,102735734,102736111
11:70133900:70134519,11,70133900,70134519
9:91197357:91198307,9,91197357,91198307
15:50906716:50907225,15,50906716,50907225
6:30528179:30528638,6,30528179,30528638
1:211829397:211829709,1,211829397,211829709
19:21082090:21082462,19,21082090,21082462
12:66240175:66241708,12,66240175,66241708
1:19086601:19087215,1,19086601,19087215
17:80261698:80262195,17,80261698,80262195
8:47734663:47735458,8,47734663,47735458
6:158028493:158028918,6,158028493,158028918
2:239978339:239979065,2,239978339,239979065
1:35411905:35412444,1,35411905,35412444
11:45929921:45930408,11,45929921,45930408
1:156786415:156787200,1,156786415,156787200
4:10118073:10118735,4,10118073,10118735
15:98902320:98903101,15,98902320,98903101
13:99314504:99315328,13,99314504,99315328
19:16370141:16370901,19,16370141,16370901
19:43768228:43769027,19,43768228,43769027
4:38130672:38131832,4,38130672,38131832
16:17222733:17223587,16,17222733,17223587
6:157891315:157892467,6,157891315,157892467
2:231665823:231666263,2,231665823,231666263
22:31637277:31638013,22,31637277,31638013
6:33693273:33693687,6,33693273,33693687
6:89495921:89496766,6,89495921,89496766
15:60399312:60399542,15,60399312,60399542
2:241859671:241860064,2,241859671,241860064
14:100842100:100842867,14,100842100,100842867
8:29620405:29620940,8,29620405,29620940
4:38662410:38662797,4,38662410,38662797
19:49832395:49832915,19,49832395,49832915
16:81711660:81712086,16,81711660,81712086
22:49726852:49727292,22,49726852,49727292
9:5831081:5831915,9,5831081,5831915
9:103235362:103236591,9,103235362,103236591
6:137416477:137417238,6,137416477,137417238
8:55886050:55886832,8,55886050,55886832
17:8726965:8727620,17,8726965,8727620
17:40342809:40343353,17,40342809,40343353
2:201093889:201094143,2,201093889,201094143
17:82126875:82127312,17,82126875,82127312
19:2287461:2288267,19,2287461,2288267
14:65044113:65044725,14,65044113,65044725
6:170011057:170011549,6,170011057,170011549
11:70326067:70327406,11,70326067,70327406
12:26845285:26846607,12,26845285,26846607
8:28633720:28634394,8,28633720,28634394
12:122235510:122235917,12,122235510,122235917
2:151325767:151326359,2,151325767,151326359
6:27771285:27772276,6,27771285,27772276
15:101091970:101092660,15,101091970,101092660
4:153514843:153515390,4,153514843,153515390
16:56449703:56450302,16,56449703,56450302
5:1504981:1505390,5,1504981,1505390
4:128090968:128091288,4,128090968,128091288
1:246003859:246005480,1,246003859,246005480
1:226723053:226724178,1,226723053,226724178
18:62979280:62980187,18,62979280,62980187
1:23727038:23727775,1,23727038,23727775
15:74784962:74786479,15,74784962,74786479
17:75255852:75256625,17,75255852,75256625
12:123075620:123076206,12,123075620,123076206
12:122703188:122703679,12,122703188,122703679
8:10813493:10814359,8,10813493,10814359
3:48622770:48623302,3,48622770,48623302
